NARRATIVE,target,split
employee|be|cut|old|bolt|with|hacksaw|stand|on|mucker|bucket|hacksaw|blade|broke|with|pressure|and|employee|fell|from|bucket|strike|rib|and|floor|approx|to|ft|hurt|his|head|and|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|B-body_part/back,train
employee|be|unable|to|work|due|to|back|pain|he|be|handle|material|on|the|020-0-mobile-mining-unit-|he|be|lift|box|of|resin|weigh|20-30|lb|1st|day|away|from|work|5-28-02,B-person/employee|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|receive|burn|injury|to|his|arm|when|he|remove|radiator|cap|on|777|haul|truck|without|properly|relieve|the|pressure|result|in|burn|injury|and|restrict|duty,B-person/employee|O|B-injury/burn|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/haul_truck|I-vehicle/heavy_vehicle/haul_truck|O|O|O|O|O|O|O|B-injury/burn|O|O|O|O,train
injured|be|remove|the|wear|plate|from|the|15-61|sala|sump|pump|when|he|lift|the|plat|he|felt|sharp|pain|in|his|low|back,O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/pump/sump_pump|I-equipment/mechanical_equipment/pump/sump_pump|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back,train
off|duty|employee|travel|in|private|vehicle|collide|with|another|vehicle|on|mine|access|road|two|employee|sustain|injury|include|multiple|contusion|abrasion|bruising|and|fracture|to|leg,O|O|O|O|O|O|B-vehicle|O|O|O|B-vehicle|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg,train
employee's|left|shoulder|have|be|hurt|for|several|month|today|he|go|to|doctor|sisk|who|give|him|an|injection|of|cortizone|and|request|that|employee|be|assign|to|light|duty|for|ten|day,O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,train
employee|shovel|walkway|of|belt|12|conveyor|glass|get|fog|due|to|humidity|employee|laid|glass|on|belt|tray|glove|get|close|to|pinch|point|of|idler|and|belt|pull|employee's|right|arm|in|pinch|point|belt|be|move|slow|employee|pull|stop|cord|to-stop-|belt|and|pull|out|arm,B-person/employee|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/right_arm|I-body_part/arm/right_arm|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|B-body_part/arm,train
employee|be|unload|bond-|from|flat|car|and|load|it|on|scoop|he|reach|up|with-right-|hand|and|his|arm|twist|he|heard|pop|and|felt|burning|sensation,B-person/employee|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|B-body_part/arm|O|O|O|O|O|O|O|O,train
injured|employee|be|troubleshoot|baghouse|tip|valve|after|isolation|and|remove|material|lime|dust|employee|move|in|for|closer|look|through|an|approximately|1/2|''|high|''|wide|opening|in|the|valve|unexpectedly|dust|come|out|of|the|opening|and|hit|the|employee|in|the|face|result|in|dust|get|into|the|employee|left|eye|medical|treatment|and|prescription|medication,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye/left_eye|I-body_part/head/eye/left_eye|O|O|O|O|O,train
employee|be|work|on|roofbolter|be|bent|over|stab|jack|when|piece|of|draw|rock|3'-|3'-|1-2|''|fell|out|between|roof|bolt|strike|him|on|back|upper|of|shoulder|right,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|B-body_part/arm/shoulder|O,train
mechanic|be|use|pressure|washer|to|wash|off|mud|from|left|hand|and|inject|degreaser|into|palm|of|their|left|hand|mechanic|be|take|into|doctor|and|treat|for|infection,O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|O|O|O|O|O|O,train
citation|be|write|for|fail|ground|support|citation|6270509.|the|finding|of|the|internal|investigation|show|that|there|be|drilling|and|shoot|problem|not|failure|of|the|ground|support|this|should|be|verify|by|the|mine-safety-and-health-administration-|technical|support|group|a|they|be|call|to|offer|an|evaluation|of|the|underhanded|mining|method|and|the|paste|be|use,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|claim|his|back|start|hurt|after|lift|form|panel|do|not|report|in|timely|manner|go|to|doctor|and|be|off|work|from|6/25|on,B-person/employee|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|carry|hydraulic-pump-|in|the|tool|room|when|he|felt|pain|in|his|low|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back,train
employee|have|just|cut|the|bolt|off|hold|metal|structure|to|the|old|starter|building|employee|pull|on|the|structure|to|free|it|when|slag|and|rust|flew|into|his|face|piece|roll|down|his|face|and|lodge|into|the|corner|of|his|eye,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye,train
employee|be|utilize|angle|grinder|to|remove|built|up|slag|from|the|screen|deck|while|grind|piece|of|metal|ricochet|off|the|work|area|and|get|under|the|employee's|safety|glass|and|face|shield|employee|go|to|er|day|later|and|be|give|prescription|medicine|for|pain,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|push|on|the|base|of|welder|to|position|on|weld|truck|he|caught|his|left|index|finger|between|two|piece|of|the|frame|on|the|welder,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|work|on|impact|crusher|change|out|blow|bar|he|climbed|on|side|of|crusher|with|one|foot|on|crusher|and|the|other|on|handrail|he|turn|his|body|cause|the|foot|on|the|handrail|to|slip|employee|fell|hit|his|left|rib|cage|against|handrail,B-person/employee|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|B-body_part/leg/foot|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|B-body_part/body|O|O|B-body_part/leg/foot|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-equipment/cage|O|O,train
injured|be|in|the|process|of|cleaning|out|conveyer|chain|that|have|fowl|up|and|gobbed|off|injured|be|remove|the|gob|by|hand|when|gob|broke|free|free|up|fowl|chain|when|this|happen|conveyer|chain|caught|injured's|left|hand|result|in|the|injury,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|B-injury,train
while|instal|pipe|the|gasket|be|not|set|right|when|employee|go|to|set|the|gasket|the|pipe|shift|and|pinch|his|finger|between|the|flange,O|O|B-equipment/pipe|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O,train
employee|be|cleaning|conveyor|belt|with|rag|rag|caught|by|pulley|take|left|hand|along|conveyor,B-person/employee|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|B-equipment/mechanical_equipment/conveyor,train
east|panel|number|entry|approximately|20|inby|center|line|of|number|cross-cut|top|have|fell|out|approximately|12-14|''|semi-domed|employee|ran|drill|steel|up|against|roof|pressure|on|steel|cause|piece|of|rock|to|break|off|cause|drill|steel|to|shift/slide|sideways|strike|index|finger|on|left|hand|employee|have|moderate|bruising/swelling|and|pain|doctor|result|show|dislocation,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture/break|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|B-person/employee|O|O|O|O|O|O|O|O|B-injury/dislocation,train
employee|be|wash|down|concrete|slab|with|water|hose|and|slip|on|hose|fall|on|the|left|side|break|his|femur|bone|at|first|he|just|thought|it|be|bruise|however|per|company|policy|he|be|take|to|the|medical|facility|for|follow|up|where|he|be|examine|and|have|x-ray|determine|the|extent|of|the|injury|would|need|surgery,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O,train
employee|be|in|the|crusher|control|house|when|he|step|out|to|walk|down|the|stair|reach|the|ground|and|twist|right|ankle,B-person/employee|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/right_ankle|I-body_part/leg/ankle/right_ankle,train
reportable|hearing|loss|per|30|code-of-federal-regulation-|62|base|on|annual|audiogram|left|ear|shift|of|28.6|right|ear|not|reportable|at|this|time|shift|of|19.6,O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/ear/left_ear|I-body_part/head/ear/left_ear|O|O|O|B-body_part/head/ear/right_ear|I-body_part/head/ear/right_ear|O|O|O|O|O|O|O|O,train
while|remove|urethane|screen|use|pry|bar|it|slip|and|struck|employee|on|the|left|side|of|his|upper|lip,O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,train
a|the|eimco|westhead|miner|be|cut|in|the|number|entry|of|the|number|section|an|ignition|occur|that|last|approximately|minute|and|be|extinguish|with|fire|extinguisher|no|injuries/damage,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
loose|rock|fell|from|roof|and|struck|employee|on|the|right|shoulder|while|load|shot|from|the|manlift|employee|be|examine|at|the|hospital|he|have|torn|ligament|in|his|right|shoulder,O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder,train
employee|be|move|sheet|of|3/4|''|plywood|it|hit|some|build-up|on|the|floor|and|stop|move|the|employee|felt|pain|in|shoulder|the|injury|occur|2/14/17|but|wasn't|reportable|until|the|employee|start|miss|work|last|week|to|have|surgery|on|the|shoulder,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/arm/shoulder|O|B-injury|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder,train
employee|be|operating|small|bobcat|front|end|loader|while|do|so|the|employee|be|have|to|frequently|twist|his|torso|to|look|over|his|shoulder|to|see|where|he|be|go|a|he|back|the|front|end|loader|this|repeat|twist|aggravate|previous|shoulder|injury|the|employee|report|the|injury|12/08/03|he|be|place|on|modify|duty|on|12/15/03,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-body_part/body/torso|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|B-injury|O|B-person/employee|O|O|B-injury|O|O|O|O|O|O|O|O|O,train
employee|be|disconnect|discharge|hose|from|''|water|pump|the|pump|have|be|run|but|not|pump|and|have|become|very|hot|the|hose|be|full|of|steam|when|the|line|come|loose|it|hit|the|employee|cause|burn|to|his|right|arm|and|leg,B-person/employee|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/pump|O|B-equipment/mechanical_equipment/pump|O|O|B-activity/running|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-body_part/arm|O|B-body_part/leg,train
grass|fire|be|discover|in|the|tall|grass|above|and|north|pre-strip|area|the|fire|be|not|extinguish|within|30|minute|motor|grader|and|mine|firefighting|equipment|extinguish|the|grass|fire|no|miner|mine|equipment|or|structure|be|ever|at|risk|during|this|fire|event,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/grader|O|O|O|B-equipment|O|O|O|O|O|O|O|B-equipment|O|O|O|O|O|O|O|O|O|O,train
employee|be|operating|the|continuous|miner|make|clean-up|run|on|the|right|side|of|entry|curtain|side|he|be|stoop|down|and|piece|of|rock|slid|off|rib|strike|him|on|low|left|side|of|back|go|to|doctor|on|3-8-06.|go|back|to|doctor|on|3-13-06,B-person/employee|O|O|O|B-vehicle/heavy_vehicle/continuous_miner|I-vehicle/heavy_vehicle/continuous_miner|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|B-body_part/back|O|O|O|O,train
employee|state|that|he|be|lift|roof|bolt|from|the|bucket|of|the|scoop|to|load|onto|the|right|side|roof|bolt|machine|when|he|felt|pain|to|the|low|left|part|of|his|buttock|he|be|diagnose|a|have|lumbar|strain,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/muscle/strain,train
notification|by|mine-safety-and-health-administration-|of|possibility|of|pneumoconiosis,O|O|O|O|O|O|O,train
cleaning|fuller|multicones|bumped|shovel|cause|lime|to|fall|get|in|eye,O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O,train
fall|of|the|roof|occur|at|cross-cut|74|of|the|main|west|number|unit|number|entry|it|be|bolt|with|fully|grout|roof|bolt,B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|occur|in|the|active|work|section|mobile-mining-unit-|number|001-0.|the|fall|occur|one|break|inby|survey|spad|6+96|in|the|intersection|of|number|entry|and|into|the|cross-cut|from|entry|to|entry,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|B-injury/fracture/break|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|change|tire|thumb|attachment|on|jd|790|excavator|he|be|hammer|the|pin|through|that|would-secure-|it|in|place|the|two|part|be|not|completely|align|and|the|impact|with|the|back|end|of|the|axe|head|result|in|stress|to|the|muscle|of|the|abdomen,B-person/employee|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|B-vehicle/heavy_vehicle/excavator|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|B-body_part/head|O|O|O|O|O|O|O|O|O,train
the|driver|just|finish|off|load|his|1st|load|of|blasting|agent|at|the|blast|pattern|and|be|get|the|truck|ready|to|travel|to|the|batch|site|to|re-load|he|have|remove|the|funnel|from|the|end|of|the|discharge|auger|and|move|the|auger|into|the|saddle|it|ride|in|while|drive|and|have|picked|up|the|funnel|to|place|it|in|carry|mount|when|the|auger|come|out|and|hit|him,O|B-person/driver|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/auger|O|O|O|B-equipment/mechanical_equipment/auger|O|O|O|O|O|O|O|B-activity/driving|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/auger|O|O|O|O|O,train
an|unintentional|roof|fall|occur|at|53|block|on|c-mains|section|in|cross-cut|6-7|and|face|of|7.|top|be|very|soft|unconsolidated|``|slicken|side|''|rock|dimension|length|60|width|18|height|6-12|support|5'-resin-,O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
allege|occupational|pneumoconiosis,O|O|O,train
employee|slip|on|ice|that|be|cover|with|water,B-person/employee|O|O|O|O|O|O|O|O,train
while|plumbing|new|lift|he|be|move|pipe|into|position|and|slip|on|the|ice|he|continued|work|that|day|have|no|time|lose|but|have|see|doctor|and|will|schedule|an|mri|he|have|be|release|to|restricted/modified|duty|from|1/9/15|to|2/9/15|lift|climb|reach|he|can|perform|his|duty|a|mine|superintendent|in|full|capacity|without|do|these|thing,O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
an|unplanned|fan|outage|occur|at|our|pennview|mine|due|to|power|problem|that|our|power|supplier|to|our|facility|experienced|on|their|end|men|be|withdrawn|from|the|mine|the|power|be|restore|at|approximately|0840|the|same|shift|and|special|examination|conduct|before|men|be|permit|back|in|mine,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O,train
during|longwall|preparation|for|recovery|employee|be|help|to|lift|and|hang|roll|of|screen|above|shield|employee|complain|of|low|back|pain,O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/back|O,train
employee|be|lift|grease|drum|up|to|drill|deck|there|be|two|employee|on|the|drill|assist|when|the|drum|be|let|down|on|the|deck|before|the|employee|have|move|his|hand|from|beneath|the|drum|the|drum|pinch|the|employee's|left|hand|injure|the|index|finger,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|O,train
employee|be|hang|highline|and|pull|something|in|shoulder,B-person/employee|O|O|O|O|O|O|O|B-body_part/arm/shoulder,train
employee|be|return|to|the|security|station|from|her|patrol|of|check|change|room|she|slip|on|patch|of|snow|cover|ice|and|fell|she|fell|backwards|hit|her|back|tailbone|and|back|of|her|head|against|the|ground|she|have|sore|neck|and|headache,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|B-body_part/back|O|O|B-body_part/head|O|O|O|O|O|O|B-body_part/neck|O|O,train
employee|and|coworker|be|cleaning|rock|dust|form|under|motor|base|of|inclined|finish|screen|the|men|be|on|catwalk|that|collapse|and|drop|them|10|to|conveyor|which|they|bounce|off|of|and|fell|another|to|plant|grade|employee|be|release,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O,train
employee|be|instal|tensioner|cylinder|in|tailgate|use|crane|he|push|on|cylinder|to|line|pinhole|up|and|felt|something|in|shoulder|snap,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O,train
employee|be|work|at|cement|silo|while|opening|valve|he|felt|numbness|in|his|right|arm|low|back|later|he|begin|to|feel|pain|in|his|neck,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/right_arm|I-body_part/arm/right_arm|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O|O|O|O|O|B-body_part/neck,train
employee|be|stand|on|bolter|boom|in|down|position|insert|tube|of|glue|into|drill|hole|employee|slip|off|bolter|boom|strike|his|left|elbow|against|the|side|of|the|bolter,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-body_part/arm/elbow/left_elbow|I-body_part/arm/elbow/left_elbow|O|O|O|O|O|O,train
employee|be|be|lower|in|man-basket-|basket|stop|suddenly|employee|be|stand|with|leg|cross|light|cigarette|when|basket|stop|cause|him|to|fall|in|squat|position|knee|struck|basket|interior|cause|injury,B-person/employee|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|B-body_part/leg/knee|O|O|O|O|B-injury,train
employee|have|finish|belt|splice|and|be|carry|an|aluminum|belt|clamp|back|to|the|mantrip|when|he|step|in|hole|and|sprain|his|ankle,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle,train
the|employee|fracture|his|right|wrist|when|he|be|knock|to|the|ground|by|fall|wooden|pallet|the|employee|and|coworker|be|stack|and|relocate|pallet|on|the|north|side|of|the|packhouse|when|the|coworker|lift|pallet|cause|them|to|topple|the|employee|be|treat|on|the|date-of-injury-|and|release|on|restrict|duty|status|pending|far|treatment,O|B-person/employee|O|O|B-body_part/arm/wrist/right_wrist|I-body_part/arm/wrist/right_wrist|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|take|piece|of|pipe|up|to|tank|and|be|talk|to|another|employee|employee|turn|around|and|ran|into|piece|of|steel|overhead|extend|out|into|walkway,B-person/employee|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O|B-person/employee|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|step|on|piece|of|loose|material|cause|his|left|ankle|to|turn|cause|bad|sprain,B-person/employee|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/left_ankle|I-body_part/leg/ankle/left_ankle|O|O|O|O|B-injury/muscle/sprain,train
employee|be|operating|end|dump|truck|when|he|hit|bad|spot|in|haul|road|he|jammed|shoulder|and|elbow|against|truck,B-person/employee|O|O|O|B-vehicle/heavy_vehicle/dump_truck|I-vehicle/heavy_vehicle/dump_truck|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|B-body_part/arm/elbow|O|O,train
non-injury|roof|fall|be|found|by|the|fire-bos-|on|his|weekly|examination|the|fall|be|in|the|west|main|number|entry|at|cross-cut|30.|the|fall|measure|25|by|25|and|to|1/2|high,O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O,train
roof|fall|west|entry-|belt|neutral|outby|section|tail|1-2|cross-cuts|cross-cut|36|40'-40'-10-|thick|area|be|good|when|mine|and|week|later|start|bust|up|show|sign|of|fault|area|be|bolt|with|tension|rebar|depth|be|over|600|of|cover,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|step|wrong|on|3-1-01|he|be|not|concerned|and|do|not|want|medical|treatment|on|6-5-01|he|advise|that|he|want|to|go|to|the|clinic|just|to|have|his|knee|checked|have|mri|6-18-01,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee|O|O|O|O,train
